engine,workload,input,sample_index,operation_count,total_us,us_per_operation,before_working_set_bytes,after_ready_working_set_bytes,after_finalize_working_set_bytes,peak_working_set_bytes
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,0,1,80260.800,80260.800,14921728,19697664,18980864,21245952
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,1,1,27628.300,27628.300,19107840,20054016,19161088,22495232
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,2,1,29191.100,29191.100,19161088,20070400,19423232,22495232
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,3,1,24101.200,24101.200,19173376,20070400,19398656,22495232
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,4,1,25279.700,25279.700,19238912,20086784,19390464,22495232
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,5,1,29644.800,29644.800,19279872,20090880,19451904,22507520
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,6,1,27731.600,27731.600,19279872,20119552,19456000,22519808
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,7,1,26353.500,26353.500,19288064,20082688,19451904,22519808
librime-1.17.0,startup_warm_shared_assets_runtime_ready,,8,1,26964.800,26964.800,19275776,20086784,19472384,22519808
librime-1.17.0,session_create_select_destroy,,0,1,27270.700,27270.700,19341312,19517440,0,22552576
librime-1.17.0,session_create_select_destroy,,1,1,26406.200,26406.200,19517440,19480576,0,22560768
librime-1.17.0,session_create_select_destroy,,2,1,24618.000,24618.000,19480576,19623936,0,22568960
librime-1.17.0,session_create_select_destroy,,3,1,27793.000,27793.000,19623936,19636224,0,22581248
librime-1.17.0,session_create_select_destroy,,4,1,30130.800,30130.800,19636224,19619840,0,22585344
librime-1.17.0,session_create_select_destroy,,5,1,22623.400,22623.400,19619840,19636224,0,22585344
librime-1.17.0,session_create_select_destroy,,6,1,25357.800,25357.800,19636224,19623936,0,22585344
librime-1.17.0,session_create_select_destroy,,7,1,22690.600,22690.600,19623936,19656704,0,22585344
librime-1.17.0,session_create_select_destroy,,8,1,25765.900,25765.900,19656704,19628032,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,0,2,29.100,14.550,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,1,2,29.000,14.500,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,2,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,3,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,4,2,28.700,14.350,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,5,2,28.400,14.200,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,6,2,28.600,14.300,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,7,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,8,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,9,2,28.400,14.200,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,10,2,28.400,14.200,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,11,2,28.400,14.200,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,12,2,29.100,14.550,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,13,2,28.900,14.450,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,14,2,28.300,14.150,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,15,2,28.200,14.100,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,16,2,28.300,14.150,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,17,2,28.200,14.100,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,18,2,27.900,13.950,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,19,2,27.900,13.950,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,20,2,28.600,14.300,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,21,2,28.300,14.150,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,22,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,23,2,28.500,14.250,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,ni,24,2,28.200,14.100,20520960,20520960,0,22597632
librime-1.17.0,key_sequence_process_with_context,hao,0,3,35.600,11.867,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,1,3,34.800,11.600,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,2,3,34.900,11.633,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,3,3,35.000,11.667,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,4,3,34.500,11.500,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,5,3,34.500,11.500,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,6,3,34.600,11.533,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,7,3,34.500,11.500,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,8,3,34.600,11.533,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,9,3,34.500,11.500,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,10,3,34.400,11.467,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,11,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,12,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,13,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,14,3,34.600,11.533,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,15,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,16,3,34.200,11.400,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,17,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,18,3,34.200,11.400,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,19,3,34.300,11.433,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,20,3,34.400,11.467,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,21,3,34.200,11.400,20541440,20541440,0,22708224
librime-1.17.0,key_sequence_process_with_context,hao,22,3,34.800,11.600,20541440,20541440,0,22708224
