engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,0,3,3,63596000,9,54253300,19918,19918,11289,22900,3400,7824600,100,486500,11289,0,5,1,374400,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,1,3,3,62444000,9,52954000,19918,19918,11289,21600,3600,7885900,100,583200,11289,0,5,1,384200,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,2,3,3,70678500,9,61670800,19918,19918,11289,22800,3300,7532500,100,382500,11289,0,5,1,388100,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,3,3,3,73997700,9,63666900,19918,19918,11289,29300,5000,8401500,100,746300,11289,0,5,1,443000,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,4,3,3,69869300,9,58988600,19918,19918,11289,29800,4300,8729100,100,961400,11289,0,5,1,476600,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,5,3,3,67810200,9,57342700,19918,19918,11289,25800,4100,8398400,100,835600,11289,0,5,1,473500,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,6,3,3,62753100,9,53275400,19918,19918,11289,24800,3200,7784100,200,602100,11289,0,5,1,381200,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,7,3,3,64478300,9,53823300,19918,19918,11289,26200,4600,8574500,100,916200,11289,0,5,1,411200,5,1,500
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,8,3,3,68546100,9,58158600,19918,19918,11289,28200,4900,8460700,0,744500,11289,0,5,1,401500,5,1,400
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,hai,9,3,3,69543700,9,58158300,19918,19918,11289,31100,5500,9101300,0,1066000,11289,0,5,1,468300,5,1,400
