engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,0,2,2,4431900,6,2859600,9004,5260,2333,32500,600,127000,100,33200,2333,0,5,1,1343600,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,1,2,2,4498600,6,2866000,9004,5260,2333,32700,500,121600,0,32300,2333,0,5,1,1336900,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,2,2,2,4387600,6,2816800,9004,5260,2333,32600,600,118600,100,33700,2333,0,5,1,1337500,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,3,2,2,4415500,6,2840200,9004,5260,2333,32900,800,125600,0,32100,2333,0,5,1,1344700,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,4,2,2,4392400,6,2824700,9004,5260,2333,32600,500,124400,0,33700,2333,0,5,1,1345600,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,5,2,2,4446800,6,2845200,9004,5260,2333,32500,400,123600,100,35500,2333,0,5,1,1353400,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,6,2,2,4401200,6,2827000,9004,5260,2333,32300,700,126700,0,33300,2333,0,5,1,1351500,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,7,2,2,4421200,6,2851700,9004,5260,2333,31500,500,123400,100,31500,2333,0,5,1,1332700,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,8,2,2,4425700,6,2833800,9004,5260,2333,31600,600,124900,100,33900,2333,0,5,1,1377300,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,9,2,2,4405000,6,2836200,9004,5260,2333,32300,500,124600,100,36100,2333,0,5,1,1342100,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,4411500,6,2845800,9004,5260,2333,31700,600,120300,0,32800,2333,0,5,1,1353100,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,4416200,6,2840400,9004,5260,2333,31600,500,122600,0,37600,2333,0,5,1,1348900,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,4406800,6,2839800,9004,5260,2333,31500,500,125900,0,31500,2333,0,5,1,1353400,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,4417400,6,2850700,9004,5260,2333,31600,600,125800,0,31400,2333,0,5,1,1351800,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,4405900,6,2839400,9004,5260,2333,31700,600,122600,0,32000,2333,0,5,1,1339400,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,4419400,6,2841500,9004,5260,2333,31800,500,128300,0,31600,2333,0,5,1,1350300,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,4513900,6,2887800,9004,5260,2333,33300,1100,123700,0,33900,2333,0,5,1,1355200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,4428800,6,2853600,9004,5260,2333,32000,700,125200,100,32800,2333,0,5,1,1351200,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,18,2,2,4438200,6,2862300,9004,5260,2333,31900,500,121000,100,33400,2333,0,5,1,1363300,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,19,2,2,4479500,6,2898500,9004,5260,2333,31700,600,124700,0,32500,2333,0,5,1,1346900,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,20,2,2,4567500,6,2878300,9004,5260,2333,31800,700,120300,0,34000,2333,0,5,1,1376000,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,21,2,2,4491900,6,2925900,9004,5260,2333,31700,500,124200,0,32100,2333,0,5,1,1348500,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,22,2,2,4425100,6,2845900,9004,5260,2333,31200,600,121500,0,34100,2333,0,5,1,1341800,5,1,100
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,23,2,2,4609900,6,2980000,9004,5260,2333,32800,1200,129000,100,34000,2333,0,5,1,1345500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,24,2,2,4415900,6,2839300,9004,5260,2333,32100,700,125100,100,33300,2333,0,5,1,1355200,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,25,2,2,4427200,6,2842600,9004,5260,2333,31900,500,125000,0,51300,2333,0,5,1,1354100,5,1,200
